company_name,domain,website_clean,priority_tier,tier_name,business_type,market_region,estimated_employees,currency,monthly_revenue_display,monthly_revenue_numeric,monthly_marketing_spend_display,monthly_marketing_spend_numeric,opportunity_value_display,opportunity_value_numeric,overall_fit_score,size_confidence,revenue_confidence,marketing_confidence,opportunity_confidence,opportunity_type,discovery_query_type,bigquery_domain_key,bigquery_enrichment_status,bigquery_last_update,lead_status,assigned_to,contact_priority,follow_up_date,notes,created_date,last_modified
I'm really trying not get upset about another reje...,glassdoor.ca › community › interview-tips,https://glassdoor.ca,3,Tier 3 - Silver,Other_Professional,Canada,8,CAD,"CAD $63,333",63333.333333333336,"CAD $1,583",1583.3333333333335,CAD $71,70.93333333333334,0.824,0.7,0.595,0.5355,0.26775,General conversion optimization,general_services,glassdoor.ca,pending,,new,,medium,2025-08-04T09:00:00,Discovered via general_services. Fit score: 0.82.,2025-07-30T14:52:32.818366,2025-07-30T14:52:32.818366
About,reimagineleadership.ca › about,https://reimagineleadership.ca,3,Tier 3 - Silver,Other_Professional,Canada,8,CAD,"CAD $63,333",63333.333333333336,"CAD $1,583",1583.3333333333335,CAD $71,70.93333333333334,0.824,0.7,0.595,0.5355,0.26775,General conversion optimization,general_services,reimagineleadership.ca,pending,,new,,medium,2025-08-04T09:00:00,Discovered via general_services. Fit score: 0.82.,2025-07-30T14:52:32.818366,2025-07-30T14:52:32.818366
Passionate About Pharmacy Practice in Canada? Become ...,napra.ca › napra updates,https://napra.ca,3,Tier 3 - Silver,Other_Professional,Canada,8,CAD,"CAD $63,333",63333.333333333336,"CAD $1,583",1583.3333333333335,CAD $71,70.93333333333334,0.824,0.7,0.595,0.5355,0.26775,General conversion optimization,general_services,napra.ca,pending,,new,,medium,2025-08-04T09:00:00,Discovered via general_services. Fit score: 0.82.,2025-07-30T14:52:32.818366,2025-07-30T14:52:32.818366
Long-term Care Best Practices Implementation Coach,rnao.ca › about rnao › careers at rnao,https://rnao.ca,3,Tier 3 - Silver,Other_Professional,Canada,8,CAD,"CAD $63,333",63333.333333333336,"CAD $1,583",1583.3333333333335,CAD $71,70.93333333333334,0.824,0.7,0.595,0.5355,0.26775,General conversion optimization,general_services,rnao.ca,pending,,new,,medium,2025-08-04T09:00:00,Discovered via general_services. Fit score: 0.82.,2025-07-30T14:52:32.818366,2025-07-30T14:52:32.818366
About us,optimize.ca › lank-group › about-us,https://optimize.ca,3,Tier 3 - Silver,Other_Professional,Canada,8,CAD,"CAD $63,333",63333.333333333336,"CAD $1,583",1583.3333333333335,CAD $71,70.93333333333334,0.824,0.7,0.595,0.5355,0.26775,General conversion optimization,general_services,optimize.ca,pending,,new,,medium,2025-08-04T09:00:00,Discovered via general_services. Fit score: 0.82.,2025-07-30T14:52:32.818366,2025-07-30T14:52:32.818366
Learning about sexism in the workplace - Alberta style,ourfinest.ca › 2021,https://ourfinest.ca,3,Tier 3 - Silver,Other_Professional,Canada,8,CAD,"CAD $63,333",63333.333333333336,"CAD $1,583",1583.3333333333335,CAD $71,70.93333333333334,0.824,0.7,0.595,0.5355,0.26775,General conversion optimization,general_services,ourfinest.ca,pending,,new,,medium,2025-08-04T09:00:00,Discovered via general_services. Fit score: 0.82.,2025-07-30T14:52:32.818366,2025-07-30T14:52:32.818366
Wellness Partners - Montreal Chiropractor,natashahayden.ca › wellness-partners,https://natashahayden.ca,3,Tier 3 - Silver,Chiropractic,"Montreal, QC",6,CAD,"CAD $52,500",52500.0,"CAD $1,575",1575.0,CAD $88,88.19999999999999,0.816,0.5,0.425,0.3825,0.22949999999999998,General conversion optimization,general_services,natashahayden.ca,pending,,new,,medium,2025-08-04T09:00:00,Discovered via general_services. Fit score: 0.82.,2025-07-30T14:52:32.818366,2025-07-30T14:52:32.818366
Chiropractor Montreal - Old Monreal Facility,unitraining.ca › montreal-chiropractor-in-o...,https://unitraining.ca,3,Tier 3 - Silver,Chiropractic,"Montreal, QC",6,CAD,"CAD $52,500",52500.0,"CAD $1,575",1575.0,CAD $88,88.19999999999999,0.816,0.5,0.425,0.3825,0.22949999999999998,General conversion optimization,general_services,unitraining.ca,pending,,new,,medium,2025-08-04T09:00:00,Discovered via general_services. Fit score: 0.82.,2025-07-30T14:52:32.818366,2025-07-30T14:52:32.818366
Find chiropractors in Montréal | Lumino Health,luminohealth.sunlife.ca › montreal › chiropractors,https://luminohealth.sunlife.ca,3,Tier 3 - Silver,Chiropractic,"Montreal, QC",6,CAD,"CAD $52,500",52500.0,"CAD $1,575",1575.0,CAD $88,88.19999999999999,0.816,0.5,0.425,0.3825,0.22949999999999998,General conversion optimization,general_services,luminohealth.sunlife.ca,pending,,new,,medium,2025-08-04T09:00:00,Discovered via general_services. Fit score: 0.82.,2025-07-30T14:52:32.818366,2025-07-30T14:52:32.818366
Our mission,westislandchiro.ca › our-mission,https://westislandchiro.ca,3,Tier 3 - Silver,Chiropractic,"Montreal, QC",6,CAD,"CAD $52,500",52500.0,"CAD $1,575",1575.0,CAD $88,88.19999999999999,0.816,0.5,0.425,0.3825,0.22949999999999998,General conversion optimization,general_services,westislandchiro.ca,pending,,new,,medium,2025-08-04T09:00:00,Discovered via general_services. Fit score: 0.82.,2025-07-30T14:52:32.818366,2025-07-30T14:52:32.818366
Ask A Chiropractor,twodoulas.ca › 2016,https://twodoulas.ca,3,Tier 3 - Silver,Chiropractic,"Montreal, QC",6,CAD,"CAD $52,500",52500.0,"CAD $1,575",1575.0,CAD $88,88.19999999999999,0.816,0.5,0.425,0.3825,0.22949999999999998,General conversion optimization,general_services,twodoulas.ca,pending,,new,,medium,2025-08-04T09:00:00,Discovered via general_services. Fit score: 0.82.,2025-07-30T14:52:32.818366,2025-07-30T14:52:32.818366
Wellness - Care - Spinal - Joint - Alignment,orthochiro.ca › wellness_care,https://orthochiro.ca,3,Tier 3 - Silver,Chiropractic,"Montreal, QC",6,CAD,"CAD $52,500",52500.0,"CAD $1,575",1575.0,CAD $88,88.19999999999999,0.816,0.5,0.425,0.3825,0.22949999999999998,General conversion optimization,general_services,orthochiro.ca,pending,,new,,medium,2025-08-04T09:00:00,Discovered via general_services. Fit score: 0.82.,2025-07-30T14:52:32.818366,2025-07-30T14:52:32.818366
Bookkeeping - The Accounting Firm – .,theaccountingfirm.ca › bookkeeping,https://theaccountingfirm.ca,3,Tier 3 - Silver,Accounting,"Toronto, ON",6,CAD,"CAD $65,000",65000.0,"CAD $1,625",1625.0,CAD $118,118.3,0.808,0.5,0.425,0.3825,0.19125,General conversion optimization,accounting_services,theaccountingfirm.ca,pending,,new,,medium,2025-08-04T09:00:00,Discovered via accounting_services. Fit score: 0.81.,2025-07-30T14:52:32.818366,2025-07-30T14:52:32.818366
"Counttech CPA: Virtual Accounting Firm in Toronto, Ontario",counttech.ca,https://counttech.ca,3,Tier 3 - Silver,Accounting,"Toronto, ON",6,CAD,"CAD $65,000",65000.0,"CAD $1,625",1625.0,CAD $118,118.3,0.808,0.5,0.425,0.3825,0.19125,General conversion optimization,accounting_services,counttech.ca,pending,,new,,medium,2025-08-04T09:00:00,Discovered via accounting_services. Fit score: 0.81.,2025-07-30T14:52:32.818366,2025-07-30T14:52:32.818366
Accounting for Small Business,futurebalance.ca › accounting-for-small-business,https://futurebalance.ca,3,Tier 3 - Silver,Accounting,"Toronto, ON",6,CAD,"CAD $65,000",65000.0,"CAD $1,788",1787.5000000000002,CAD $130,130.13000000000002,0.808,0.5,0.425,0.3825,0.19125,General conversion optimization,accounting_services,futurebalance.ca,pending,,new,,medium,2025-08-04T09:00:00,Discovered via accounting_services. Fit score: 0.81.,2025-07-30T14:52:32.818366,2025-07-30T14:52:32.818366
Orbit Accountants: Accounting and Tax Services in Canada,orbitaccountants.ca,https://orbitaccountants.ca,3,Tier 3 - Silver,Accounting,"Toronto, ON",6,CAD,"CAD $65,000",65000.0,"CAD $1,625",1625.0,CAD $118,118.3,0.808,0.5,0.425,0.3825,0.19125,General conversion optimization,accounting_services,orbitaccountants.ca,pending,,new,,medium,2025-08-04T09:00:00,Discovered via accounting_services. Fit score: 0.81.,2025-07-30T14:52:32.818366,2025-07-30T14:52:32.818366
Bookkeeping and Accounting Firm Toronto,accountor.ca › offers › ontario › toronto › accoun...,https://accountor.ca,3,Tier 3 - Silver,Accounting,"Toronto, ON",6,CAD,"CAD $65,000",65000.0,"CAD $1,625",1625.0,CAD $118,118.3,0.808,0.5,0.425,0.3825,0.19125,General conversion optimization,accounting_services,accountor.ca,pending,,new,,medium,2025-08-04T09:00:00,Discovered via accounting_services. Fit score: 0.81.,2025-07-30T14:52:32.818366,2025-07-30T14:52:32.818366
Markham Accounting Firm | Bookkeeping Toronto,jadeconsulting.ca › pages › about-us,https://jadeconsulting.ca,3,Tier 3 - Silver,Accounting,"Toronto, ON",6,CAD,"CAD $65,000",65000.0,"CAD $1,625",1625.0,CAD $118,118.3,0.808,0.5,0.425,0.3825,0.19125,General conversion optimization,accounting_services,jadeconsulting.ca,pending,,new,,medium,2025-08-04T09:00:00,Discovered via accounting_services. Fit score: 0.81.,2025-07-30T14:52:32.819640,2025-07-30T14:52:32.819640
RMP - Accounting Services in Toronto and Mississauga,rmpps.ca,https://rmpps.ca,3,Tier 3 - Silver,Accounting,"Toronto, ON",6,CAD,"CAD $65,000",65000.0,"CAD $1,625",1625.0,CAD $118,118.3,0.808,0.5,0.425,0.3825,0.19125,General conversion optimization,accounting_services,rmpps.ca,pending,,new,,medium,2025-08-04T09:00:00,Discovered via accounting_services. Fit score: 0.81.,2025-07-30T14:52:32.819640,2025-07-30T14:52:32.819640
Small Business Accountant,farrukhahmed.ca › small-business-accountant,https://farrukhahmed.ca,3,Tier 3 - Silver,Accounting,"Toronto, ON",6,CAD,"CAD $65,000",65000.0,"CAD $1,625",1625.0,CAD $118,118.3,0.808,0.5,0.425,0.3825,0.19125,General conversion optimization,accounting_services,farrukhahmed.ca,pending,,new,,medium,2025-08-04T09:00:00,Discovered via accounting_services. Fit score: 0.81.,2025-07-30T14:52:32.819640,2025-07-30T14:52:32.819640
Accounting Services | Toronto CPA Firm,bgllp.ca › practice-areas › accounting-services,https://bgllp.ca,3,Tier 3 - Silver,Accounting,"Toronto, ON",6,CAD,"CAD $65,000",65000.0,"CAD $1,625",1625.0,CAD $118,118.3,0.808,0.5,0.425,0.3825,0.19125,General conversion optimization,accounting_services,bgllp.ca,pending,,new,,medium,2025-08-04T09:00:00,Discovered via accounting_services. Fit score: 0.81.,2025-07-30T14:52:32.819640,2025-07-30T14:52:32.819640
Facial,vavalmedical.ca › services › facial,https://vavalmedical.ca,3,Tier 3 - Silver,Medical,"Ontario, CA",6,CAD,"CAD $60,000",60000.0,"CAD $1,200",1200.0,CAD $94,94.07999999999998,0.801,0.5,0.425,0.3825,0.30600000000000005,General conversion optimization,general_services,vavalmedical.ca,pending,,new,,medium,2025-08-04T09:00:00,Discovered via general_services. Fit score: 0.80. Medical practice = stable business model.,2025-07-30T14:52:32.819640,2025-07-30T14:52:32.819640
Services,vavalmedical.ca › services,https://vavalmedical.ca,3,Tier 3 - Silver,Medical,"Ontario, CA",6,CAD,"CAD $60,000",60000.0,"CAD $1,200",1200.0,CAD $94,94.07999999999998,0.801,0.5,0.425,0.3825,0.30600000000000005,General conversion optimization,general_services,vavalmedical.ca,pending,,new,,medium,2025-08-04T09:00:00,Discovered via general_services. Fit score: 0.80. Medical practice = stable business model.,2025-07-30T14:52:32.819640,2025-07-30T14:52:32.819640
What is a chiropractor? | Concept & Definition,kiroclinique.ca › chiropratic › what-is-a-chiroprac...,https://kiroclinique.ca,3,Tier 3 - Silver,Medical,"Montreal, QC",6,CAD,"CAD $60,000",60000.0,"CAD $1,200",1200.0,CAD $94,94.07999999999998,0.801,0.5,0.425,0.3825,0.30600000000000005,General conversion optimization,general_services,kiroclinique.ca,pending,,new,,medium,2025-08-04T09:00:00,Discovered via general_services. Fit score: 0.80. Medical practice = stable business model.,2025-07-30T14:52:32.819640,2025-07-30T14:52:32.819640
Luxe Medical Aesthetics - Medical Aesthetics,luxemedicalaesthetics.com,https://luxemedicalaesthetics.com,3,Tier 3 - Silver,Medical,"Calgary, AB",6,USD,"USD $55,000",55000.0,"USD $1,100",1100.0,USD $86,86.23999999999998,0.801,0.5,0.425,0.3825,0.30600000000000005,General conversion optimization,consultation_funnel,luxemedicalaesthetics.com,pending,,new,,medium,2025-08-04T09:00:00,Discovered via consultation_funnel. Fit score: 0.80. Medical practice = stable business model.,2025-07-30T14:52:32.819640,2025-07-30T14:52:32.819640
"Renu Laser & Skin Care - Denver, CO | Medical Spa - Littleton",renulaserandskincare.com,https://renulaserandskincare.com,3,Tier 3 - Silver,Medical,"Calgary, AB",6,USD,"USD $55,000",55000.0,"USD $1,100",1100.0,USD $86,86.23999999999998,0.801,0.5,0.425,0.3825,0.30600000000000005,General conversion optimization,consultation_funnel,renulaserandskincare.com,pending,,new,,medium,2025-08-04T09:00:00,Discovered via consultation_funnel. Fit score: 0.80. Medical practice = stable business model.,2025-07-30T14:52:32.819640,2025-07-30T14:52:32.819640
"Jeunesse Aesthetics: Medical Spa | Denver, CO",jeunesse-denver.com,https://jeunesse-denver.com,3,Tier 3 - Silver,Medical,"Calgary, AB",6,USD,"USD $55,000",55000.0,"USD $1,100",1100.0,USD $86,86.23999999999998,0.801,0.5,0.425,0.3825,0.30600000000000005,General conversion optimization,consultation_funnel,jeunesse-denver.com,pending,,new,,medium,2025-08-04T09:00:00,Discovered via consultation_funnel. Fit score: 0.80. Medical practice = stable business model.,2025-07-30T14:52:32.819640,2025-07-30T14:52:32.819640
Doctor Appointment in Brazil by Telemedicine,membres.oaq.qc.ca › urltracking › mybrazi...,https://membres.oaq.qc.ca,3,Tier 3 - Silver,Medical,Canada,6,CAD,"CAD $60,000",60000.0,"CAD $1,440",1440.0,CAD $113,112.89599999999999,0.801,0.5,0.425,0.3825,0.30600000000000005,General conversion optimization,booking_optimization,membres.oaq.qc.ca,pending,,new,,medium,2025-08-04T09:00:00,Discovered via booking_optimization. Fit score: 0.80. Medical practice = stable business model.,2025-07-30T14:52:32.819640,2025-07-30T14:52:32.819640
Bookkeeping Services Toronto | CPA Accounting Firm Near Me ...,aliacpa.ca › bookkeeping-services-cpa-near...,https://aliacpa.ca,3,Tier 3 - Silver,Accounting,"Toronto, ON",5,CAD,"CAD $54,167",54166.666666666664,"CAD $1,354",1354.1666666666667,CAD $99,98.58333333333333,0.801,0.8,0.68,0.6120000000000001,0.30600000000000005,General conversion optimization,accounting_services,aliacpa.ca,pending,,new,,medium,2025-08-04T09:00:00,Discovered via accounting_services. Fit score: 0.80.,2025-07-30T14:52:32.819640,2025-07-30T14:52:32.819640
Original Glam | Denver Med Spa,originalglamdenver.com,https://originalglamdenver.com,4,Tier 4 - Bronze,Beauty,"Calgary, AB",6,USD,"USD $37,500",37500.0,"USD $1,500",1500.0,USD $101,100.8,0.794,0.5,0.425,0.3825,0.26775,General conversion optimization,consultation_funnel,originalglamdenver.com,pending,,new,,low,2025-08-06T09:00:00,Discovered via consultation_funnel. Fit score: 0.79.,2025-07-30T14:52:32.819640,2025-07-30T14:52:32.819640
IV Hydration & Beauty Treatments in Denver | Kya IV ...,kyaivbeauty.com,https://kyaivbeauty.com,4,Tier 4 - Bronze,Beauty,"Calgary, AB",6,USD,"USD $37,500",37500.0,"USD $1,500",1500.0,USD $101,100.8,0.794,0.5,0.425,0.3825,0.26775,General conversion optimization,consultation_funnel,kyaivbeauty.com,pending,,new,,low,2025-08-06T09:00:00,Discovered via consultation_funnel. Fit score: 0.79.,2025-07-30T14:52:32.819640,2025-07-30T14:52:32.819640
"THE BEST 10 ESTHETICIANS in DENVER, CO",yelp.com › ... › skin care › estheticians,https://yelp.com,4,Tier 4 - Bronze,Beauty,"Calgary, AB",6,USD,"USD $37,500",37500.0,"USD $1,500",1500.0,USD $101,100.8,0.794,0.5,0.425,0.3825,0.26775,General conversion optimization,consultation_funnel,yelp.com,pending,,new,,low,2025-08-06T09:00:00,Discovered via consultation_funnel. Fit score: 0.79.,2025-07-30T14:52:32.819640,2025-07-30T14:52:32.819640
Calgary Homes for Sale - Calgary Houses for Sale - Calgary ...,amandaku.ca,https://amandaku.ca,4,Tier 4 - Bronze,Real_Estate,"Calgary, AB",6,CAD,"CAD $55,000",55000.0,"CAD $1,375",1375.0,CAD $69,69.3,0.778,0.5,0.425,0.3825,0.19125,General conversion optimization,real_estate_services,amandaku.ca,pending,,new,,low,2025-08-06T09:00:00,Discovered via real_estate_services. Fit score: 0.78.,2025-07-30T14:52:32.819640,2025-07-30T14:52:32.819640
Independent Broker,realtor.ca › office › firm › independent-br...,https://realtor.ca,4,Tier 4 - Bronze,Real_Estate,"Calgary, AB",5,CAD,"CAD $45,833",45833.333333333336,"CAD $1,146",1145.8333333333335,CAD $58,57.75000000000001,0.771,0.8,0.68,0.6120000000000001,0.30600000000000005,General conversion optimization,real_estate_services,realtor.ca,pending,,new,,low,2025-08-06T09:00:00,Discovered via real_estate_services. Fit score: 0.77.,2025-07-30T14:52:32.819640,2025-07-30T14:52:32.819640
"Real Estate Brokerage and Offices in Calgary, AB",realtor.ca › ... › canada › alberta,https://realtor.ca,4,Tier 4 - Bronze,Real_Estate,"Calgary, AB",5,CAD,"CAD $45,833",45833.333333333336,"CAD $1,146",1145.8333333333335,CAD $58,57.75000000000001,0.771,0.8,0.68,0.6120000000000001,0.30600000000000005,General conversion optimization,real_estate_services,realtor.ca,pending,,new,,low,2025-08-06T09:00:00,Discovered via real_estate_services. Fit score: 0.77.,2025-07-30T14:52:32.819640,2025-07-30T14:52:32.819640
Calgary Real Estate,kurbappeal.ca › areas › calgary,https://kurbappeal.ca,4,Tier 4 - Bronze,Real_Estate,"Calgary, AB",5,CAD,"CAD $45,833",45833.333333333336,"CAD $1,146",1145.8333333333335,CAD $58,57.75000000000001,0.771,0.8,0.68,0.6120000000000001,0.30600000000000005,General conversion optimization,real_estate_services,kurbappeal.ca,pending,,new,,low,2025-08-06T09:00:00,Discovered via real_estate_services. Fit score: 0.77.,2025-07-30T14:52:32.819640,2025-07-30T14:52:32.819640
Calgary Real Estate : Search all listings,grandrealty.ca › recip,https://grandrealty.ca,4,Tier 4 - Bronze,Real_Estate,"Calgary, AB",5,CAD,"CAD $45,833",45833.333333333336,"CAD $1,146",1145.8333333333335,CAD $58,57.75000000000001,0.771,0.8,0.68,0.6120000000000001,0.30600000000000005,General conversion optimization,real_estate_services,grandrealty.ca,pending,,new,,low,2025-08-06T09:00:00,Discovered via real_estate_services. Fit score: 0.77.,2025-07-30T14:52:32.819640,2025-07-30T14:52:32.819640
Single Family Homes for Sale in Calgary,repcalgaryhomes.ca › single-family-homes-c...,https://repcalgaryhomes.ca,4,Tier 4 - Bronze,Real_Estate,"Calgary, AB",5,CAD,"CAD $45,833",45833.333333333336,"CAD $1,146",1145.8333333333335,CAD $58,57.75000000000001,0.771,0.8,0.68,0.6120000000000001,0.30600000000000005,General conversion optimization,real_estate_services,repcalgaryhomes.ca,pending,,new,,low,2025-08-06T09:00:00,Discovered via real_estate_services. Fit score: 0.77.,2025-07-30T14:52:32.819640,2025-07-30T14:52:32.819640
Western Canada High School Homes & Real Estate - Calgary AB,calgaryhomes.ca › western-canada-high-school-r...,https://calgaryhomes.ca,4,Tier 4 - Bronze,Real_Estate,"Calgary, AB",5,CAD,"CAD $45,833",45833.333333333336,"CAD $1,146",1145.8333333333335,CAD $58,57.75000000000001,0.771,0.8,0.68,0.6120000000000001,0.30600000000000005,General conversion optimization,real_estate_services,calgaryhomes.ca,pending,,new,,low,2025-08-06T09:00:00,Discovered via real_estate_services. Fit score: 0.77.,2025-07-30T14:52:32.819640,2025-07-30T14:52:32.819640
Austin Cowley — Calgary REALTORS - Town Residential,townresidential.ca › austin-cowley,https://townresidential.ca,4,Tier 4 - Bronze,Real_Estate,"Calgary, AB",5,CAD,"CAD $45,833",45833.333333333336,"CAD $1,146",1145.8333333333335,CAD $58,57.75000000000001,0.771,0.8,0.68,0.6120000000000001,0.30600000000000005,General conversion optimization,real_estate_services,townresidential.ca,pending,,new,,low,2025-08-06T09:00:00,Discovered via real_estate_services. Fit score: 0.77.,2025-07-30T14:52:32.819640,2025-07-30T14:52:32.819640
Altadore Real Estate - Calgary,joshhamilton.ca › altadore-real-estate,https://joshhamilton.ca,4,Tier 4 - Bronze,Real_Estate,"Calgary, AB",5,CAD,"CAD $45,833",45833.333333333336,"CAD $1,146",1145.8333333333335,CAD $58,57.75000000000001,0.771,0.8,0.68,0.6120000000000001,0.30600000000000005,General conversion optimization,real_estate_services,joshhamilton.ca,pending,,new,,low,2025-08-06T09:00:00,Discovered via real_estate_services. Fit score: 0.77.,2025-07-30T14:52:32.819640,2025-07-30T14:52:32.819640
Introducing the team | Trung Bien Real Estate Team,trungbien.ca › meet-the-team,https://trungbien.ca,4,Tier 4 - Bronze,Real_Estate,"Calgary, AB",5,CAD,"CAD $45,833",45833.333333333336,"CAD $1,146",1145.8333333333335,CAD $58,57.75000000000001,0.771,0.8,0.68,0.6120000000000001,0.30600000000000005,General conversion optimization,real_estate_services,trungbien.ca,pending,,new,,low,2025-08-06T09:00:00,Discovered via real_estate_services. Fit score: 0.77.,2025-07-30T14:52:32.819640,2025-07-30T14:52:32.819640
eXp Realty - Calgary,tayolson.ca,https://tayolson.ca,4,Tier 4 - Bronze,Real_Estate,"Calgary, AB",5,CAD,"CAD $45,833",45833.333333333336,"CAD $1,146",1145.8333333333335,CAD $58,57.75000000000001,0.771,0.8,0.68,0.6120000000000001,0.30600000000000005,General conversion optimization,real_estate_services,tayolson.ca,pending,,new,,low,2025-08-06T09:00:00,Discovered via real_estate_services. Fit score: 0.77.,2025-07-30T14:52:32.819640,2025-07-30T14:52:32.819640
Active Sports Therapy: Sports Medicine Calgary,activesportstherapy.ca,https://activesportstherapy.ca,4,Tier 4 - Bronze,Physiotherapy,"Calgary, AB",6,CAD,"CAD $47,500",47500.0,"CAD $1,188",1187.5,CAD $73,73.15,0.756,0.5,0.425,0.3825,0.22949999999999998,General conversion optimization,general_services,activesportstherapy.ca,pending,,new,,low,2025-08-06T09:00:00,Discovered via general_services. Fit score: 0.76.,2025-07-30T14:52:32.819640,2025-07-30T14:52:32.819640
"Sports Therapy in Calgary, AB",radiantphysiotherapy.ca › sports-physiothera...,https://radiantphysiotherapy.ca,4,Tier 4 - Bronze,Physiotherapy,"Calgary, AB",6,CAD,"CAD $47,500",47500.0,"CAD $1,188",1187.5,CAD $73,73.15,0.756,0.5,0.425,0.3825,0.22949999999999998,General conversion optimization,general_services,radiantphysiotherapy.ca,pending,,new,,low,2025-08-06T09:00:00,Discovered via general_services. Fit score: 0.76.,2025-07-30T14:52:32.819640,2025-07-30T14:52:32.819640
Bridgeland Sport & Spine | Physiotherapy & Chiropractic Care,bridgelandphysio.ca,https://bridgelandphysio.ca,4,Tier 4 - Bronze,Physiotherapy,"Calgary, AB",6,CAD,"CAD $47,500",47500.0,"CAD $1,188",1187.5,CAD $73,73.15,0.756,0.5,0.425,0.3825,0.22949999999999998,General conversion optimization,general_services,bridgelandphysio.ca,pending,,new,,low,2025-08-06T09:00:00,Discovered via general_services. Fit score: 0.76.,2025-07-30T14:52:32.819640,2025-07-30T14:52:32.819640
Client Services Hub,connecthearing.ca › client-services-hub,https://connecthearing.ca,5,Tier 5 - Standard,Other_Professional,Canada,6,CAD,"CAD $47,500",47500.0,"CAD $1,306",1306.2500000000002,CAD $59,58.52000000000001,0.748,0.5,0.425,0.3825,0.19125,General conversion optimization,booking_optimization,connecthearing.ca,pending,,new,,low,2025-08-13T09:00:00,Discovered via booking_optimization. Fit score: 0.75.,2025-07-30T14:52:32.819640,2025-07-30T14:52:32.819640
NAC PRA Family Medicine Standards,mcc.ca › wp-content › uploads › nac-pr...,https://mcc.ca,5,Tier 5 - Standard,Other_Professional,Canada,5,CAD,"CAD $39,583",39583.333333333336,CAD $990,989.5833333333335,CAD $44,44.33333333333334,0.711,0.8,0.68,0.6120000000000001,0.30600000000000005,General conversion optimization,family_services,mcc.ca,pending,,new,,low,2025-08-13T09:00:00,Discovered via family_services. Fit score: 0.71.,2025-07-30T14:52:32.819640,2025-07-30T14:52:32.819640
